Train Loss,Test Loss,Replicate,Size
0.4356212019920349,0.5779345631599426,0,5
0.3990437388420105,0.4868483245372772,1,5
0.46517112851142883,0.4020656943321228,2,5
0.42464885115623474,0.3877388834953308,3,5
0.43338581919670105,0.3783298134803772,4,5
0.5599859952926636,0.5761944651603699,0,10
0.6116174459457397,0.6539126634597778,1,10
0.5936241149902344,0.6200129389762878,2,10
0.5570433139801025,0.5485125184059143,3,10
0.5534621477127075,0.5676826238632202,4,10
0.6503087282180786,0.6287850737571716,0,15
0.6397882103919983,0.7181950211524963,1,15
0.7802897691726685,0.8276444673538208,2,15
0.7188124656677246,0.7362179756164551,3,15
0.603114902973175,0.6222090721130371,4,15
1.6908167600631714,1.3710122108459473,0,20
0.7425499558448792,0.910578727722168,1,20
2.5543904304504395,1.3521968126296997,2,20
2.974855899810791,0.5632991194725037,3,20
1.9842090606689453,0.6451739072799683,4,20
1.904105544090271,0.40945717692375183,0,25
1.2822657823562622,1.5248454809188843,1,25
,,2,25
1.2064733505249023,1.1611937284469604,3,25
,,4,25
0.9984500408172607,1.1781755685806274,0,30
0.9653053283691406,1.213723063468933,1,30
1.0094703435897827,1.036865234375,2,30
,,3,30
1.3723101615905762,1.0478076934814453,4,30
