Train Loss,Test Loss,Replicate,Size,Batch Time,Batch Size,Learning Rate,Learning Rate Step,Iterations,Wall Time
0.9112844467163086,1.405081033706665,0,5,16,64,0.1,500,1,0.010414600372314453
1.9630074501037598,4.206096172332764,0,5,16,64,0.1,500,2,0.021414518356323242
1.033361554145813,1.7676535844802856,0,5,16,64,0.1,1000,1,0.011661291122436523
0.9365352392196655,2.7527379989624023,0,5,16,64,0.1,1000,2,0.020398378372192383
0.9728341102600098,2.1639585494995117,0,5,16,64,0.01,500,1,0.01170206069946289
2.012523889541626,3.959758758544922,0,5,16,64,0.01,500,2,0.020457029342651367
2.485377311706543,4.5358428955078125,0,5,16,64,0.01,1000,1,0.011721134185791016
1.9277878999710083,3.1205408573150635,0,5,16,64,0.01,1000,2,0.020454883575439453
2.067722797393799,4.38376522064209,0,15,16,64,0.1,500,1,0.012037277221679688
1.7539985179901123,3.560796022415161,0,15,16,64,0.1,500,2,0.02110767364501953
3.5740230083465576,8.468578338623047,0,15,16,64,0.1,1000,1,0.011740446090698242
1.945343255996704,4.480373382568359,0,15,16,64,0.1,1000,2,0.02115488052368164
5.154602527618408,11.317716598510742,0,15,16,64,0.01,500,1,0.01186680793762207
2.2217156887054443,2.5707473754882812,0,15,16,64,0.01,500,2,0.020848989486694336
3.3446733951568604,7.313503265380859,0,15,16,64,0.01,1000,1,0.011846065521240234
2.6885733604431152,5.354645252227783,0,15,16,64,0.01,1000,2,0.020998001098632812
2.177865505218506,5.986166954040527,0,25,16,64,0.1,500,1,0.01254725456237793
3.028585195541382,5.657114028930664,0,25,16,64,0.1,500,2,0.022052526473999023
3.166980504989624,8.249818801879883,0,25,16,64,0.1,1000,1,0.012471675872802734
1.7327985763549805,3.624112129211426,0,25,16,64,0.1,1000,2,0.021831512451171875
3.8477325439453125,8.679614067077637,0,25,16,64,0.01,500,1,0.012247800827026367
2.134951114654541,4.5457258224487305,0,25,16,64,0.01,500,2,0.022012710571289062
3.7615015506744385,7.847010135650635,0,25,16,64,0.01,1000,1,0.012327432632446289
2.516828775405884,5.522157669067383,0,25,16,64,0.01,1000,2,0.02204298973083496
0.9601090550422668,1.5862700939178467,1,5,16,64,0.1,500,1,0.011748552322387695
0.8693665862083435,1.5945948362350464,1,5,16,64,0.1,500,2,0.02032160758972168
1.8735183477401733,3.7690205574035645,1,5,16,64,0.1,1000,1,0.011488199234008789
0.9814875721931458,1.6325414180755615,1,5,16,64,0.1,1000,2,0.020320653915405273
1.1154422760009766,2.3528993129730225,1,5,16,64,0.01,500,1,0.011469841003417969
1.8778947591781616,4.043613910675049,1,5,16,64,0.01,500,2,0.020481348037719727
0.7925774455070496,1.3361073732376099,1,5,16,64,0.01,1000,1,0.011484146118164062
1.1183526515960693,1.951256513595581,1,5,16,64,0.01,1000,2,0.02031683921813965
1.1692482233047485,1.9564487934112549,1,15,16,64,0.1,500,1,0.01178598403930664
4.001705169677734,8.778715133666992,1,15,16,64,0.1,500,2,0.020994186401367188
1.369050145149231,2.176046133041382,1,15,16,64,0.1,1000,1,0.01199197769165039
2.6825835704803467,5.739479064941406,1,15,16,64,0.1,1000,2,0.020794391632080078
0.8407835364341736,3.1965649127960205,1,15,16,64,0.01,500,1,0.009497642517089844
2.180009603500366,4.121092796325684,1,15,16,64,0.01,500,2,0.016922950744628906
2.7956817150115967,6.232722759246826,1,15,16,64,0.01,1000,1,0.00955057144165039
2.6327099800109863,5.261242866516113,1,15,16,64,0.01,1000,2,0.01697564125061035
3.496457815170288,7.229763031005859,1,25,16,64,0.1,500,1,0.010156869888305664
1.9868087768554688,3.807246446609497,1,25,16,64,0.1,500,2,0.01794123649597168
3.8654799461364746,8.991211891174316,1,25,16,64,0.1,1000,1,0.00999307632446289
3.727022886276245,8.912590980529785,1,25,16,64,0.1,1000,2,0.017873048782348633
3.9616072177886963,9.681275367736816,1,25,16,64,0.01,500,1,0.010019063949584961
2.999493360519409,6.431386470794678,1,25,16,64,0.01,500,2,0.01802849769592285
7.175006866455078,15.617639541625977,1,25,16,64,0.01,1000,1,0.010021448135375977
4.300029754638672,8.118342399597168,1,25,16,64,0.01,1000,2,0.01786971092224121
